collocation,frequency1,frequency2,frequency,doc_freq,Words_in_dict,TF_IDF,TF-RIDF,NOUN_l,ADJF_l,ADJS_l,COMP_l,VERB_l,INFN_l,PRTF_l,GRND_l,NUMR_l,ADVB_l,NPRO_l,PRED_l,PREP_l,CONJ_l,PRCL_l,INTJ_l,None_l,NOUN_1,ADJF_1,ADJS_1,COMP_1,VERB_1,INFN_1,PRTF_1,GRND_1,NUMR_1,ADVB_1,NPRO_1,PRED_1,PREP_1,CONJ_1,PRCL_1,INTJ_1,None_1,NOUN_2,ADJF_2,ADJS_2,COMP_2,VERB_2,INFN_2,PRTF_2,GRND_2,NUMR_2,ADVB_2,NPRO_2,PRED_2,PREP_2,CONJ_2,PRCL_2,INTJ_2,None_2,NOUN_r,ADJF_r,ADJS_r,COMP_r,VERB_r,INFN_r,PRTF_r,GRND_r,NUMR_r,ADVB_r,NPRO_r,PRED_r,PREP_r,CONJ_r,PRCL_r,INTJ_r,None_r,MI,MI3,T-score,minimum-sens,log_dice,raw_freq,log_likehood,dice,chi_sq,pmi,jaccard,phi,mi_like,poison_stirling,student_t,Words Class,MY_COMBINATION,ALLA_COMBINATION,collections_kolichestvo,weirdness,cw,dw,otnosit_chastota,class
дать случай,3851,1878,114,0.4782608695652174,1,36.51820719796793,36.16855862041934,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51425401493742,17.180034043266904,9.742627205411466,0.02960270059724747,-4.6511776082674565,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,-545718.5973263981,-909530.9955439968,4,19.144318317833736,135.38962851325883,65.46133381156481,1,0
алгоритм наш,1263,809,27,0.08695652173913043,0,28.63884168954752,24.302121195945762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.259615442169378,13.769390446496315,4.924877365340448,0.021377672209026127,-5.261920785523086,1.3795577137969567e-06,0,0,0,0,0.0005959475566150178,0,0,0,1.0,1,-168217.8813154808,-280363.13552580134,1,0,22.59800489280305,14.682643562296871,1,0
не содержимый,6836,1058,53,0.43478260869565216,1,19.17157530893242,16.7509321084595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4092226169964728,13.86506352612287,5.9095763723297186,0.0077530719719134,-6.218620349329904,1.3795577137969567e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.0,1,-401150.171089976,-668583.6184832933,4,38.52353624692923,129.3332572851206,72.00159398035821,1,0
показать что,303,5019,57,0.4782608695652174,1,18.259103598983966,16.090145374642308,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.76389455615572,16.429674584485205,7.271951248805154,0.011356843992827256,-5.544862780857478,1.3795577137969567e-06,0,0,0,0,0.015151515151515152,0,0,0,1.0,1,-483873.788019236,-32654.059314181566,4,23.91591242126436,138.87260165441543,71.49611052850409,1,1
из дать,4846,3851,22,0.391304347826087,1,8.964677184721895,4.331931220122254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22680172238759624,8.692061514886998,-0.7984860512457533,0.004539826661163846,-7.626870500145256,1.3795577137969567e-06,0,0,0,0,0.024390243902439025,0,0,0,1.0,1,0.0,0.0,4,10.413882765938187,116.26444952331033,46.31966807849128,1,0
дать область,3851,1245,21,0.34782608695652173,1,9.631394829538635,4.9527738244018105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66673274424977,10.45136758980729,3.139220909067316,0.005453129057387691,-6.92283213947754,2.7591154275939134e-06,0,0.05970149253731343,0,0,0.03076923076923077,0,0,0,1.414213562373095,1,0.0,0.0,4,0,118.76003295527777,79.47731146203834,1,0
выполняться на,626,8849,23,0.5217391304347826,1,6.498571569309266,1.9169696228702924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5896071510895713,10.636731063203596,3.202359348585665,0.002599163747316081,-7.686348271888804,1.3795577137969567e-06,0,0,0,0,0.1,0,0,0,1.0,1,-442709.8829443889,-737849.8049073148,3,0,99.83530538233379,53.12306158654742,1,1
у они,602,3343,20,0.30434782608695654,0,10.332595920066721,5.614118913201974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8487435347336953,11.49259972450842,3.8513273272778306,0.005982650314089142,-6.623881490013458,1.3795577137969567e-06,0,0.0033222591362126247,0,0,0.0016638935108153079,0,0,0,1.0,1,-92618.7864184059,-154364.64403067649,4,0.2893507340879406,118.14143002351163,7.443258486830328,0,0
дать не,3851,6836,29,0.5217391304347826,1,8.193851109129074,3.9967469899713604,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.32461033812211415,9.39135165213303,-1.3588178941475673,0.0042422469280280865,-7.525588308336708,1.3795577137969567e-06,0,0,0,0,0.015151515151515152,0,0,0,1.0,1,0.0,0.0,4,2.0134252393865455,109.08643145082989,23.88313475007903,1,0
на который,8849,5920,265,0.7391304347826086,1,34.78891237941953,34.78777159229366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8745311308994261,17.97422822980055,11.839333083294278,0.02994688665385919,-4.800435975505463,1.3795577137969567e-06,0,0.02702702702702703,0,0,0.0136986301369863,0,0,0,1.0,1,0.0,0.0,4,0.6979539011273375,129.1266656848352,15.385144906451583,0,0
выполняться следующий,626,2034,33,0.391304347826087,1,13.447015777082843,9.548386028225249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.231634064791773,14.32042230350868,5.438783273566469,0.016224188790560472,-5.332816411030098,1.3795577137969567e-06,0,0,0,0,0.1,0,0,0,1.0,1,0.0,0.0,2,0,96.2998759529593,49.42500347920548,1,1
на самый,8849,841,76,0.5217391304347826,1,21.47354083771757,20.23862606745242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.888029565153618,15.383884592040788,7.540128818002529,0.00858854107808792,-5.994353436858858,1.3795577137969567e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.0,1,0.0,0.0,4,0.2761415277428366,118.78241960930511,7.205123303944511,0,0
из входной,4846,467,20,0.21739130434782608,0,13.255156633631483,8.536679626766736,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6794334219497924,11.323289611724517,3.7740238534287904,0.004127115146512587,-7.053382902585708,1.3795577137969567e-06,0,0,0,0,0.024390243902439025,0,0,0,1.0,1,-307640.81941754697,-512734.69902924495,1,0,86.28442440164477,40.491063240540335,1,0
например следующий,2023,2034,34,0.34782608695652173,1,15.593686866872076,11.77202619209992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.582441029057995,12.757366711558674,4.857426585245148,0.01671583087512291,-5.898734745955934,1.3795577137969567e-06,0,0.08333333333333333,0,0,0.043478260869565216,0,0,0,1.0,1,-173759.17622940254,-289598.62704900425,2,8.926185227947016,81.88337698111758,29.356126775605585,1,0
в год,27729,460,107,0.7391304347826086,1,14.046843866407132,13.601357230841243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.604231723198547,16.08716569600084,8.642940558303007,0.003858776010674745,-7.041377692602211,1.3795577137969567e-06,0,0,0,0,0.0005959475566150178,0,0,0,1.0,1,-79359.25930295035,-132265.4321715839,4,4.832078684095053,137.3751174870793,43.50515604882776,1,0
в большой,27729,722,22,0.43478260869565216,1,7.958012392387042,3.3252664277874007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32816862050809875,8.590694616766497,-1.1980199642118445,0.0007933931984564896,-9.336760122396086,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,0.0,0.0,4,0.3642934649229046,111.88771505158812,8.490521895805887,0,0
из следующий,4846,2034,80,0.4782608695652174,1,25.626812068749423,24.537696447667553,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5566081978019546,15.200464387576679,7.423972108505599,0.01650846058605035,-5.426264754702098,1.3795577137969567e-06,0,0.08333333333333333,0,0,0.043478260869565216,0,0,0,1.0,1,-128043.49318954833,-213405.82198258056,4,83.62426160918784,120.4653822839482,71.70375406766848,1,0
который содержимый,5920,1058,50,0.5217391304347826,0,14.127329498498403,11.505590092119814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5327135733678254,13.820425952917274,5.849093022175579,0.008445945945945946,-6.12474169241965,2.7591154275939134e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.4135375446052714,1,-317338.08551690995,-528896.8091948499,4,13.288606579951198,121.44810251364646,52.13549528033533,1,0
использоваться только,1305,1877,36,0.4782608695652174,0,11.53206543093724,7.865577506679668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4132407313776296,13.753090734262255,5.436799012236677,0.019179541822056473,-5.465793118888735,2.7591154275939134e-06,0,0,0,0,0.03076923076923077,0,0,0,1.414213562373095,1,0.0,0.0,3,0,112.93466592252298,69.95919311161414,1,1
для каждый,9362,2119,327,0.7391304347826086,1,42.92820508705731,42.928110070865806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5787406596373974,20.285034310633563,16.56969998549887,0.034928434095278786,-4.1338138608915695,1.3795577137969567e-06,0,0,0,0,0.16666666666666666,0,0,0,1.0,1,-124778.08725813017,-207963.4787635503,4,39.05461362891235,138.22175978258971,79.39954659979752,1,0
и содержимый,19210,1058,27,0.5217391304347826,0,7.628757929189137,3.2920374355873827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.05444355228000812,9.455331452046929,-0.19983618861144734,0.0014055179593961478,-8.552028611359074,1.3795577137969567e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.0,1,0.0,0.0,4,77.04707249385845,119.42544942994341,69.88767163917316,1,0
в а,27729,4199,102,0.5652173913043478,1,25.274017338497128,24.745607938207296,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6551499431217465,12.689700740821245,-5.804989566779761,0.0036784593746619063,-7.290109221539776,1.3795577137969567e-06,0,0.0004763038818766373,0,0,0.00023820867079561695,0,0,0,1.0,1,0.0,0.0,4,88.60413336793724,135.46277662013523,89.83309535650426,1,0
детерминированный конечный,52,263,24,0.13043478260869565,0,21.23055795115033,16.704699564673714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3129665495112,19.482891550953514,4.895128309755257,0.09125475285171103,-2.7142455176661224,2.7591154275939134e-06,0,0,0,0,0.2222222222222222,0,0,0,1.414213562373095,1,-805367.8447215871,-871434.5930107849,1,0,78.3920195712122,34.80952826377671,1,0
и регулярный,19210,272,20,0.21739130434782608,0,13.255156633631483,8.536679626766736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4722581113075721,10.116114301082296,2.8602988655085393,0.001041124414367517,-8.927926075119881,1.3795577137969567e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.0,1,0.0,0.0,2,8.221486394161728,94.32008505455154,33.86408231308187,1,0
в среда,27729,323,35,0.4782608695652174,1,11.211730280077873,7.467514875703646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5021474499928162,11.76071348388275,3.8275408195929037,0.00126221645208987,-8.646532995728059,1.3795577137969567e-06,0,0.0049504950495049506,0,0,0.0024813895781637717,0,0,0,1.0,1,0.0,0.0,4,7.889386943757164,130.22751192879485,48.66083462068065,1,0
с список,10637,1009,23,0.391304347826087,1,9.372162511300163,4.79056056486119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6354105550599556,9.682534467173982,1.708478573506506,0.0021622637961831344,-7.983984947377807,1.3795577137969567e-06,0,0.0002920134326179004,0,0,0.00014602803738317756,0,0,0,1.0,1,0.0,0.0,2,2.818795335141163,94.12203881972361,24.167511669650644,1,0
виртуальный базовый,788,727,33,0.08695652173913043,0,35.00302873166919,31.104398982811595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.383893502205922,15.472681740922829,5.606986375988445,0.04187817258883249,-4.52070795900186,2.7591154275939134e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.4135375446052714,1,-449438.59819700813,-749064.3303283468,1,0,0.0,11.72515448644698,1,0
и виртуальный,19210,788,43,0.30434782608695654,0,22.21508122814345,19.087797133530874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.042005792916271,11.894535302320467,3.372806716614558,0.0022384174908901613,-7.861303348129306,1.3795577137969567e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.0,1,-399072.18549725536,-665120.3091620923,1,0,91.03867994314399,44.46731831512051,1,0
основать на,198,8849,188,0.6521739130434783,1,34.899676468839395,34.876655793820674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.281296273563204,21.39047397691848,13.535022181520393,0.02124533845632275,-4.588634904446214,1.3795577137969567e-06,0,0,0,0,0.015151515151515152,0,0,0,1.0,1,-94894.67540090947,-158157.7923348491,4,19.95007861227816,137.92231850380244,67.66749575191275,1,1
представлять себя,654,875,425,0.6521739130434783,1,78.89554520881245,78.89554346633764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07239575503073,26.53503381708086,20.577234086004328,0.4857142857142857,-0.8470536603357407,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,-122502.19827562661,-106867.83048277604,4,4.808719314718932,137.60803207644508,43.48830590572654,1,1
на протяжение,8849,27,26,0.391304347826087,1,10.594618491034968,6.1917110910758515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.301616257942801,15.702495694224984,5.034378053254214,0.002938185105661657,-7.4152542340559195,1.3795577137969567e-06,0,0,0,0,0.013513513513513514,0,0,0,1.0,1,-60954.24405313893,-101590.40675523155,4,2.06643571066508,129.96388636619832,28.644625699854384,1,1
реализовать в,601,27729,57,0.5217391304347826,1,16.10515562828818,13.936197403946519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3099236211953311,12.975703649524815,4.504667357703322,0.0020556096505463593,-7.957152967100719,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,0.0,0.0,3,0,127.66921873828663,97.7776102537553,1,1
на язык,8849,2594,174,0.4782608695652174,1,55.73831624953,55.69914982432362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4580447735622055,17.34393176525966,10.790252810769024,0.019663238784043396,-5.039234215338718,1.3795577137969567e-06,0,0.03773584905660377,0,0,0.019230769230769232,0,0,0,1.0,1,0.0,0.0,3,2.7346521908085912,127.06101878292598,31.854794652227387,1,0
в текст,27729,689,82,0.43478260869565216,1,29.661682553442613,28.63965908016032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6374466196555673,14.352550628891734,6.144759319826863,0.002957192830610552,-7.436965399194913,1.3795577137969567e-06,0,0,0,0,0.0024813895781637717,0,0,0,1.0,1,0.0,0.0,4,99.9732745530066,138.58856463723157,95.55481723419688,1,0
связать с,309,10637,208,0.7391304347826086,1,27.30601424497835,27.295339915604274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5195357483460175,20.9204151846282,14.107802707278385,0.019554385635047477,-4.717676423066396,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,-498122.83208360604,-18635.9025378915,4,7.645122957748716,138.2004396877656,51.41898889707368,1,1
с тем,10637,542,110,0.6956521739130435,1,17.336863869783492,16.935127430576507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.789769730280088,17.35248915732941,9.729751951496306,0.010341261633919338,-5.667143805944177,1.3795577137969567e-06,0,0,0,0,0.0024813895781637717,0,0,0,1.0,1,-123689.61861432414,-206149.36435720688,4,0.9363981778636516,131.39907716349379,18.843349173109726,0,0
язык высокий,2594,194,21,0.34782608695652173,0,9.631394829538635,4.9527738244018105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.918804572563372,13.703439418120892,4.43107942912776,0.008095605242868157,-6.052697423089663,1.3795577137969567e-06,0,0.03773584905660377,0,0,0.019230769230769232,0,0,0,1.0,1,-217396.87367653608,-362328.1227942268,1,5.637590670282327,86.64462768075911,28.0740503293956,1,0
в настоящее,27729,103,92,0.6521739130434783,1,17.078565080495874,16.339977345712008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54531621661557,17.592440128729596,9.180875383112653,0.0033178261026362292,-7.2408950075628775,1.3795577137969567e-06,0,0,0,0,0.013513513513513514,0,0,0,1.0,1,-114190.25590474403,-190317.09317457338,4,23.994995290389152,138.26479466325148,71.06578381465154,1,0
с другой,10637,1952,183,0.6521739130434783,1,33.97149358402984,33.9436427626797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6755215588304564,17.706921235398543,11.410298587500277,0.017204098900065808,-5.104176229219938,1.3795577137969567e-06,0,0,0,0,0.00411522633744856,0,0,0,1.0,1,-127251.87963041666,-212086.46605069443,4,1.9292978561324567,135.33427836603906,28.846197451085892,1,0
на рис,8849,706,179,0.43478260869565216,1,64.74928264714912,64.71686482163464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.376355445958253,19.343987000486766,12.734900717842681,0.02022827438128602,-4.738224380600562,1.3795577137969567e-06,0,0.00819672131147541,0,0,0.00411522633744856,0,0,0,1.0,1,-90936.60760525109,-151561.0126754185,4,937.7192481569602,138.50946282802192,125.15971140247905,1,0
разбиваться на,27,8849,25,0.43478260869565216,1,9.043195900439821,4.577081507520243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.245032729576433,15.532745109125882,4.934078386469298,0.0028251779862131315,-7.471837762422287,1.3795577137969567e-06,0,0,0,0,0.015151515151515152,0,0,0,1.0,1,-488326.6142893516,-813877.6904822527,4,50.26851681001742,113.54731983707576,60.625007402519515,1,1
в соответствие,27729,351,158,0.782608695652174,1,16.81994228445731,16.748615469810883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5567083156143173,18.164269811968524,11.501604890706183,0.005698005698005698,-6.47347456701482,2.7591154275939134e-06,0,0.0049504950495049506,0,0,0.0024813895781637717,0,0,0,1.414213562373095,1,-237780.92282417667,-396301.5380402945,4,39.56990724254982,138.14169268730953,79.55602818514733,1,1
с определение,10637,1714,30,0.21739130434782608,1,19.882734950447222,15.758313962492426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25429825960531893,10.068079450822356,0.8851479229996966,0.0028203440819780014,-7.685449638433907,1.3795577137969567e-06,0,0.00819672131147541,0,0,0.00411522633744856,0,0,0,1.0,1,0.0,0.0,3,0,112.33956894406855,69.0684711968915,1,1
