collocation,frequency1,frequency2,frequency,doc_freq,Words_in_dict,TF_IDF,TF-RIDF,NOUN_l,ADJF_l,ADJS_l,COMP_l,VERB_l,INFN_l,PRTF_l,GRND_l,NUMR_l,ADVB_l,NPRO_l,PRED_l,PREP_l,CONJ_l,PRCL_l,INTJ_l,None_l,NOUN_1,ADJF_1,ADJS_1,COMP_1,VERB_1,INFN_1,PRTF_1,GRND_1,NUMR_1,ADVB_1,NPRO_1,PRED_1,PREP_1,CONJ_1,PRCL_1,INTJ_1,None_1,NOUN_2,ADJF_2,ADJS_2,COMP_2,VERB_2,INFN_2,PRTF_2,GRND_2,NUMR_2,ADVB_2,NPRO_2,PRED_2,PREP_2,CONJ_2,PRCL_2,INTJ_2,None_2,NOUN_r,ADJF_r,ADJS_r,COMP_r,VERB_r,INFN_r,PRTF_r,GRND_r,NUMR_r,ADVB_r,NPRO_r,PRED_r,PREP_r,CONJ_r,PRCL_r,INTJ_r,None_r,MI,MI3,T-score,minimum-sens,log_dice,raw_freq,log_likehood,dice,chi_sq,pmi,jaccard,phi,mi_like,poison_stirling,student_t,Words Class,MY_COMBINATION,ALLA_COMBINATION,collections_kolichestvo,weirdness,cw,dw,otnosit_chastota,class
вернуться к,62,5170,47,0.34782608695652173,1,21.555978904205517,18.723300519431653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.731806732311903,17.840984435667178,6.791152600904948,0.00909090909090909,-5.798557973820445,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,-457453.6854832163,-762422.8091386938,4,0.18041258803094215,104.8889354043525,4.530271673024899,0,1
к первое,5170,565,24,0.391304347826087,1,9.779647837878432,5.253789451401813,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.574269634439748,11.74419463588206,4.076408770224663,0.0046421663442940036,-6.900615270182032,1.3795577137969567e-06,0,0,0,0,0.0024813895781637717,0,0,0,1.0,1,-262716.74993682443,-437861.2498947074,3,1.3033139721620433,107.4962444745003,18.91363380036086,1,0
в предыдущий,27729,329,90,0.4782608695652174,1,28.830163577343104,28.04132398058953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.838164110336208,15.821870302995558,8.160206307604335,0.0032456994482310936,-7.284271459215507,1.3795577137969567e-06,0,0,0,0,0.1,0,0,0,1.0,1,-140412.45505098073,-234020.75841830124,4,8.691285616685253,124.30259867993053,47.591245482656845,1,0
только один,1877,4721,164,0.6956521739130435,0,25.84768795131357,25.79065924285937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7458250584066546,18.460929067642823,11.851659920243863,0.0347384028807456,-4.3302610579468475,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,-439147.6219282964,-731912.7032138273,4,0.7026200761635053,124.66499759702448,14.942170911555028,0,0
в дать,27729,3851,346,0.782608695652174,1,36.83354449634322,36.83350048537972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2318656075815142,18.101122062854962,10.681360281497929,0.012477911212088428,-5.5120953231108745,1.3795577137969567e-06,0,0,0,0,0.015151515151515152,0,0,0,1.0,1,-103701.37624624935,-172835.62707708226,4,69.58723029378791,138.8895365078951,90.36255112250527,1,0
в цикл,27729,835,37,0.34782608695652173,1,16.969600413949024,13.380946723130666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2120757660093103,10.63098249726721,0.8315487976884265,0.0013343431064950053,-8.59245703726808,1.3795577137969567e-06,0,0.08333333333333333,0,0,0.043478260869565216,0,0,0,1.0,1,0.0,0.0,4,29.597351018982213,105.18820133940498,49.793233462136136,1,0
в правый,27729,277,31,0.43478260869565216,1,11.213562916545378,7.163303672972435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5487089320794618,11.457101552853212,3.6646144306871244,0.001117963143279599,-8.81925201215178,1.3795577137969567e-06,0,0,0,0,0.0136986301369863,0,0,0,1.0,1,-350783.75839022326,-584639.5973170387,4,1.7785256281247817,116.61820225687431,23.946855326741975,1,0
привести к,766,5170,206,0.7391304347826086,1,27.043456415699712,27.0319242319476,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.236714136279403,20.60971519064584,13.972050320260518,0.039845261121856865,-3.848774849437585,1.3795577137969567e-06,0,0.00819672131147541,0,0,0.00411522633744856,0,0,0,1.0,1,-28794.943213414655,-47991.57202235776,4,5.123470766388655,135.29098783704745,43.727097501474226,1,1
в начало,27729,296,86,0.6086956521739131,1,18.541582829184517,17.642885281844027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9250661768149233,15.777595686219119,8.052615956316526,0.003101446139420823,-7.348161997878053,1.3795577137969567e-06,0,0,0,0,0.0005959475566150178,0,0,0,1.0,1,0.0,0.0,4,2.9099504081681165,132.7041211448529,34.20205796175347,1,0
на место,8849,456,41,0.4782608695652174,1,13.133741185234081,9.854542537780768,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8807260324185187,13.595830041654686,5.533749565778293,0.004633291897389535,-6.82623843032843,1.3795577137969567e-06,0,0,0,0,0.0024813895781637717,0,0,0,1.0,1,-107362.58895723333,-178937.64826205556,3,0.33467601756914134,117.82601343076311,8.327454840382206,0,0
обратить внимание,100,230,88,0.43478260869565216,1,31.832049569548168,30.989889306213172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.437448134141636,24.35631137141623,9.37744910867925,0.3826086956521739,-0.9068905956085185,2.7591154275939134e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.414213562373095,1,-905408.0082568526,-854777.7243707227,4,1.365007189851823,124.8747409677038,22.279779956386697,1,1
выполняться в,626,27729,65,0.5652173913043478,1,16.10599144119915,14.381989458266457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.440603753837611,13.485339379894521,5.092016420480424,0.0023441162681669013,-7.7689477228232535,1.3795577137969567e-06,0,0,0,0,0.1,0,0,0,1.0,1,0.0,0.0,4,0,107.97339980382364,62.93283064168644,1,1
когда один,944,4721,25,0.2608695652173913,0,14.58941464084873,10.123300247929153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.023699129032329,11.311411508581777,3.77036599666147,0.005295488244016098,-6.824004050933153,1.3795577137969567e-06,0,0,0,0,0.0005959475566150178,0,0,0,1.0,1,0.0,0.0,3,0.9119631966633176,102.47755671931314,14.812811565859482,0,0
с один,10637,4721,186,0.782608695652174,1,19.80069155005734,19.77584629558115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4248411016133384,16.5031587238294,8.55849927373882,0.017486133308263607,-5.367543921352766,1.3795577137969567e-06,0,0.0011911852293031567,0,0,0.0005959475566150178,0,0,0,1.0,1,-321889.86348191707,-536483.1058031952,4,1.654222614519462,133.85324032440397,26.403504884785935,1,0
в слово,27729,1640,38,0.2608695652173913,1,22.17591025409007,18.665038952768214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.7232977983200854,9.772557228567086,-4.012734961558814,0.0013704064336975729,-8.594079009548603,1.3795577137969567e-06,0,0.0011911852293031567,0,0,0.0005959475566150178,0,0,0,1.0,1,0.0,0.0,3,3.1402369084467345,129.51058993178583,34.47054780917429,1,0
за он,1037,3994,33,0.2608695652173913,1,19.258027325920324,15.35939757706273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.529938079324694,12.6187263180416,4.749913943006529,0.008262393590385579,-6.252235354927049,1.3795577137969567e-06,0,0.0011911852293031567,0,0,0.0005959475566150178,0,0,0,1.0,1,-185732.3313112691,-309553.88551878184,4,0.09196246959937956,102.79456008829145,2.4302642400526087,0,0
в два,27729,2293,88,0.6521739130434783,1,16.336018772648227,15.493858509313226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004665766798278848,12.923529004072874,0.030289196092230557,0.0031735727938259585,-7.414300850261508,1.3795577137969567e-06,0,0,0,0,3.606462781304097e-05,0,0,0,1.0,1,0.0,0.0,4,1.7422334803928923,133.1698450815468,26.975190387769576,1,0
за один,1037,4721,50,0.6521739130434783,1,9.281828848095582,6.660089441716993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8881419995809443,14.175854379130394,6.115926502334383,0.010590976488032196,-5.84749588378871,1.3795577137969567e-06,0,0.0011911852293031567,0,0,0.0005959475566150178,0,0,0,1.0,1,0.0,0.0,4,0.7915095596863774,113.86871052048983,14.842965295083758,0,0
в первое,27729,565,102,0.5652173913043478,1,25.274017338497128,24.745607938207296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2385730724107207,15.583423756353712,7.959462214998149,0.0036784593746619063,-7.115783186465844,1.3795577137969567e-06,0,0,0,0,0.0024813895781637717,0,0,0,1.0,1,-241738.99061983507,-402898.3176997251,4,4.170193098696494,132.4227496091,39.56185787200002,1,0
входить в,223,27729,85,0.6086956521739131,1,18.32598302884516,17.397763795735422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.316745823959172,16.135527696234576,8.29427232555731,0.003065382812218255,-7.361272956779058,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,-206116.38045890973,-343527.3007648495,4,1.9206497626697143,131.7636217320711,28.024343350795107,1,1
в второе,27729,185,99,0.5217391304347826,1,27.972112407026838,27.387301804241645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8062299473050722,17.06494318746429,9.23861465385143,0.0035702693930542034,-7.139344632948535,1.3795577137969567e-06,0,0.0011911852293031567,0,0,0.0005959475566150178,0,0,0,1.0,1,-331092.37110682286,-551820.6185113714,4,13.203830780398079,131.26111702781463,57.196892500477,1,0
из пример,4846,1599,21,0.34782608695652173,0,9.631394829538635,4.9527738244018105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9741472660705204,9.75878211162804,2.2498584493287526,0.004333470903838217,-7.261647220470254,1.3795577137969567e-06,0,0,0,0,0.024390243902439025,0,0,0,1.0,1,0.0,0.0,4,0,118.59019552156748,79.1772283603671,1,1
на новый,8849,650,27,0.391304347826087,1,11.002103817613236,6.66538332401148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7666556362128285,11.276430640539765,3.6690592217012337,0.003051192225110182,-7.45867242531299,1.3795577137969567e-06,0,0,0,0,0.0136986301369863,0,0,0,1.0,1,0.0,0.0,4,2.2347206260578596,118.33116633204202,27.097045735549482,1,0
из весь,4846,3034,32,0.34782608695652173,0,14.676411168820778,10.701502931409168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6577786965250587,10.657778696525058,2.071237474558444,0.006603384234420141,-6.943979914343738,1.3795577137969567e-06,0,0.047619047619047616,0,0,0.024390243902439025,0,0,0,1.0,1,-172373.8525009221,-287289.7541682035,4,0.39966018366790196,117.30051021082974,9.497276149747984,0,0
показывать что,111,5019,42,0.5217391304347826,1,11.86695677873866,8.664035074327012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.772080081892584,16.556714927450106,6.362148695712162,0.008368200836820083,-5.932425687715656,1.3795577137969567e-06,0,0,0,0,0.019230769230769232,0,0,0,1.0,1,-396697.34481986036,-661162.2413664339,4,4.467698488704132,134.26151517257048,41.21236740233252,1,1
в в,27729,27729,91,0.6086956521739131,2,19.61958183088129,18.856242630888477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5430585405411925,9.4725307398562,-101.65620559568966,0.0032817627754336614,-8.251313328282967,1.3795577137969567e-06,0,7.212665440513542e-05,0,0,3.606462781304097e-05,0,0,0,1.0,1,0.0,0.0,4,226.56067506197098,138.39997217272563,107.88430983550025,1,0
от весь,2364,3034,22,0.391304347826087,0,8.964677184721895,4.331931220122254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15277468443617,10.071637921710764,2.5808572166752954,0.007251153592617007,-6.938777642829554,1.3795577137969567e-06,0,0,0,0,0.0005959475566150178,0,0,0,1.0,1,0.0,0.0,4,0.5496343845209893,113.9258690971942,11.65173491863219,0,0
после это,1052,5940,97,0.6956521739130435,0,15.287961776081806,14.662520978394033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4921093934301357,16.69193507780439,8.973559286975494,0.01632996632996633,-5.1715766273134705,1.3795577137969567e-06,0,0.07692307692307693,0,0,0.04,0,0,0,1.0,1,-352268.03381359513,-587113.3896893252,4,0.5577525016261053,117.88165977346884,12.13717992269243,0,1
к следующий,5170,2034,28,0.391304347826087,1,11.409589144191504,7.1416004885163655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9486651492212456,10.563374993336454,2.5499136158377276,0.005415860735009671,-7.007227543848672,1.3795577137969567e-06,0,0.08333333333333333,0,0,0.043478260869565216,0,0,0,1.0,1,0.0,0.0,4,2.1963113652974897,119.0255169711189,27.033612502830994,1,1
символ который,1959,5920,27,0.30434782608695654,0,13.949004492090072,9.612283998488317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.754967115603008,10.264742119929945,2.1171209044723445,0.004560810810810811,-7.188909317435321,1.3795577137969567e-06,0,0,0,0,0.0136986301369863,0,0,0,1.0,1,0.0,0.0,1,2.724835490636458,89.9238614959528,22.917696895030257,1,0
по отношение,3690,630,69,0.5652173913043478,1,17.097129376042176,15.566773996009527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.42727409366657,16.64432300722291,7.920539471691389,0.01869918699186992,-4.968291140272662,1.3795577137969567e-06,0,0,0,0,0.0024813895781637717,0,0,0,1.0,1,-116960.9033617049,-194934.83893617484,4,7.805894774237067,135.40089152093287,50.60955266411403,1,1
в качество,27729,765,564,0.782608695652174,1,60.04080663565774,60.04080663016982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.268490202560555,22.54759290735814,22.516442294585104,0.020339716542248188,-4.6588191891807,1.3795577137969567e-06,0,0.0049504950495049506,0,0,0.0024813895781637717,0,0,0,1.0,1,-79062.40421827599,-131770.67369712665,4,15.315917510643859,137.86546699007658,63.27368486451406,1,1
в позиция,27729,391,29,0.21739130434782608,1,19.219977118765648,15.022872999607936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9552109855619947,10.67117297581714,2.607679052952671,0.0010458364888744636,-8.921327978832325,1.3795577137969567e-06,0,0,0,0,0.0005959475566150178,0,0,0,1.0,1,0.0,0.0,2,0,126.99988401045034,96.18757619125037,1,1
в какой,27729,639,84,0.5652173913043478,1,20.813896631703518,19.85529517076538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7809000895735407,14.565534935131062,6.498075970686096,0.0030293194850156877,-7.399659398119928,1.3795577137969567e-06,0,0.001148105625717566,0,0,0.0005743825387708214,0,0,0,1.0,1,-233624.95163873542,-389374.9193978924,4,0.6259578373341644,123.55132459076087,13.719509552608248,0,0
мы должный,2546,1980,73,0.30434782608695654,0,37.71397510824353,36.3589664289288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.391885896235126,15.77153501399516,7.730045675170513,0.028672427336999214,-4.954196310386875,1.3795577137969567e-06,0,0,0,0,0.16666666666666666,0,0,0,1.0,1,0.0,0.0,4,0.18180586351081704,101.86773976533289,4.4552590651544195,0,0
с который,10637,5920,131,0.6521739130434783,1,24.318391582010427,24.126879554605125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5926005991304383,14.659446602205339,3.855465187017348,0.01231550249130394,-5.981730669375402,1.3795577137969567e-06,0,0.02702702702702703,0,0,0.0136986301369863,0,0,0,1.0,1,0.0,0.0,4,0.5443190991996729,124.99282920072547,12.60037400066959,0,1
быть и,5572,19210,37,0.6086956521739131,1,7.977192612556129,4.388538921737769,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.9967333193017542,8.422173411956146,-18.19325735060361,0.0019260801665799063,-8.38755163697802,1.3795577137969567e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.0,1,0.0,0.0,4,0.239884996269816,115.886610931949,6.281056780026804,0,0
на он,8849,3994,90,0.6956521739130435,1,14.18470680255013,13.395867205796556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8842985208508789,13.868004713510228,4.347332928117308,0.010170640750367273,-6.156841524588401,1.3795577137969567e-06,0,0.0011911852293031567,0,0,0.0005959475566150178,0,0,0,1.0,1,0.0,0.0,4,0.1549544152338388,115.46760127206461,4.313107638956622,0,0
на разный,8849,699,73,0.5652173913043478,1,18.0882673108852,16.73325863157047,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.096739955469758,15.476389073229791,7.54526979169074,0.008249519719742344,-6.031158292201759,1.3795577137969567e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.0,1,-92321.93133373153,-153869.8855562192,4,7.394231241457254,127.57665406087612,46.58778463691498,1,0
в другой,27729,1952,158,0.6521739130434783,1,29.330579159982044,29.259252345335618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0812981983559917,15.688859694710198,6.62927292765253,0.005698005698005698,-6.553471330835688,1.3795577137969567e-06,0,0,0,0,0.00411522633744856,0,0,0,1.0,1,-585794.0337574391,-976323.3895957317,4,0.9881054393420265,130.67145490287808,19.35951137553682,0,0
на в,8849,27729,28,0.30434782608695654,1,14.465634288093408,10.197645632418272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5956890044588827,6.019020839656325,-58.68039905746354,0.0010097731616718958,-9.35133365152425,1.3795577137969567e-06,0,0.0004763038818766373,0,0,0.00023820867079561695,0,0,0,1.0,1,0.0,0.0,4,120.26860096602296,124.73904274887337,79.86423718768654,1,0
и весь,19210,3034,98,0.6521739130434783,0,18.19238454226734,17.587572586227182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2854973315387238,13.51491701976914,1.7773679103182969,0.005101509630400833,-6.826418777689489,1.3795577137969567e-06,0,0.0001868460388639761,0,0,9.34317481080071e-05,0,0,0,1.0,1,0.0,0.0,4,0.13649707834551775,113.25959214704469,3.7886980499371767,0,0
к он,5170,3994,192,0.6956521739130435,1,30.260707845440276,30.240950791561673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7527580742983253,17.922683075740636,11.800573317799353,0.03713733075435203,-4.576799242583519,1.3795577137969567e-06,0,0.0011911852293031567,0,0,0.0005959475566150178,0,0,0,1.0,1,-125470.74912237038,-209117.91520395063,4,0.20357966309352848,118.91535852833977,5.606382363806922,0,0
