collocation;frequency1;frequency2;frequency;doc_freq;Words_in_dict;TF_IDF;TF-RIDF;NOUN_l;ADJF_l;ADJS_l;COMP_l;VERB_l;INFN_l;PRTF_l;GRND_l;NUMR_l;ADVB_l;NPRO_l;PRED_l;PREP_l;CONJ_l;PRCL_l;INTJ_l;None_l;NOUN_1;ADJF_1;ADJS_1;COMP_1;VERB_1;INFN_1;PRTF_1;GRND_1;NUMR_1;ADVB_1;NPRO_1;PRED_1;PREP_1;CONJ_1;PRCL_1;INTJ_1;None_1;NOUN_2;ADJF_2;ADJS_2;COMP_2;VERB_2;INFN_2;PRTF_2;GRND_2;NUMR_2;ADVB_2;NPRO_2;PRED_2;PREP_2;CONJ_2;PRCL_2;INTJ_2;None_2;NOUN_r;ADJF_r;ADJS_r;COMP_r;VERB_r;INFN_r;PRTF_r;GRND_r;NUMR_r;ADVB_r;NPRO_r;PRED_r;PREP_r;CONJ_r;PRCL_r;INTJ_r;None_r;MI;MI3;T-score;minimum-sens;log_dice;raw_freq;log_likehood;dice;chi_sq;pmi;jaccard;phi;mi_like;poison_stirling;student_t;Words Class;MY_COMBINATION;ALLA_COMBINATION;collections_kolichestvo;weirdness;cw;dw;otnosit_chastota
функция вид;3705;1216;21;0.23684210526315788;0;13.13636283072719;5.323222652592061;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.8022196609353995;9.58685450649292;1.9546234661158541;0.005668016194331984;-6.872418378351379;2.6730391921006347e-06;0;0.0029850746268656717;0;0;0.0014947683109118087;0;0;0;1.0;0;0.0;0.0;2;0;103.31661867421252;57.08369703543004;1
функция где;3705;1241;21;0.15789473684210525;0;16.834279270896495;9.021139092761366;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.7728597742486282;9.557494619806148;1.9005948429900321;0.005668016194331984;-6.8797291016111775;2.6730391921006347e-06;0;0;0;0;0.0014947683109118087;0;0;0;1.0;0;0.0;0.0;2;0;111.71258477766443;68.14481246604227;1
рациональный функция;147;3705;31;0.10526315789473684;0;30.30943176395428;22.448092827697383;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.412353717150736;14.320746337924486;5.306289450186674;0.008367071524966262;-5.957195677456584;5.346078384201269e-06;0;0.011494252873563218;0;0;0.005780346820809248;0;0;0;1.0;0;-139719.79318674054;-232866.3219779009;1;0;0.0;11.72515448644698;1
возведение в;47;12314;45;0.13157894736842105;1;39.63661165263561;32.49813550494675;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.86233997023037;15.84604616288972;6.477584405676877;0.0036543771317199933;-7.101654744640265;2.6730391921006347e-06;0;0.0005644933672029354;0;0;0.000282326369282891;0;0;0;1.0;0;-367605.5465217713;-612675.9108696188;2;1.4093976675705815;63.439843433585246;13.923653387546468;1
в степень;12314;613;41;0.18421052631578946;1;30.12210782070469;22.72467220893941;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.0228844665056354;11.737988475741803;3.2519456129562863;0.0033295436089004387;-7.300547879213455;2.6730391921006347e-06;0;0.0027100271002710027;0;0;0.0013568521031207597;0;0;0;1.0;1;-434002.1337939405;-723336.8896565675;4;21.610764236082254;99.66392640206917;43.81886016861866;1
то функция;2619;3705;25;0.15789473684210525;1;20.040808655829164;12.118322806301428;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-0.05311440297564699;9.234597976573802;-0.18751102628666771;0.006747638326585695;-6.982765462583647;2.6730391921006347e-06;0;0.011494252873563218;0;0;0.005780346820809248;0;0;0;1.0;0;0.0;0.0;2;0;83.30981787211824;38.2229389193561;1
проверить что;119;5011;58;0.23684210526315788;1;36.281383056294146;30.10878917704787;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.185367988183472;16.901329978438618;7.4064762550458285;0.01157453602075434;-5.466762115366844;2.6730391921006347e-06;0;0;0;0;0.0013568521031207597;0;0;0;1.0;1;-234614.46858765;-391024.11431275;3;3.154366208372254;99.11118093722199;26.477159212428802;1
функция пусть;3705;1546;26;0.18421052631578946;0;19.10182447166639;11.173225021818531;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.7639448658164695;10.164824302098653;2.0962890202511693;0.007017543859649123;-6.657936762187147;2.6730391921006347e-06;0;0;0;0;0.0014947683109118087;0;0;0;1.0;0;0.0;0.0;2;0;90.33332362552468;43.848581662501914;1
функция определённый;3705;210;34;0.23684210526315788;0;21.268396964034498;13.50948673970307;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.031047075184441;14.205972757685121;5.474276315811206;0.009176788124156544;-5.847333750928064;2.6730391921006347e-06;0;0;0;0;0.0014947683109118087;0;0;0;1.0;1;0.0;0.0;3;0;99.83530538233379;53.12306158654742;1
определённый на;210;3768;29;0.23684210526315788;1;18.140691528147073;10.234860797736578;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.777239806642087;13.493201796897232;4.992396428138344;0.007696390658174098;-6.099846565706172;2.6730391921006347e-06;0;0;0;0;0.002242152466367713;0;0;0;1.0;0;-162280.77962199325;-270467.9660366554;2;15.268474732014635;105.58364482653235;44.764645641059566;1
некоторый множество;895;1846;39;0.2631578947368421;0;22.611560268055594;15.096858491847762;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.142559087858276;13.713363525582773;5.537821604883857;0.02112676056338028;-5.135084393963527;2.6730391921006347e-06;0;0;0;0;0.002242152466367713;0;0;0;1.0;0;-126460.26607128498;-210767.1101188083;2;0;112.93466592252298;69.95919311161414;1
пусть функция;1546;3705;124;0.2631578947368421;0;71.89316598048445;69.79190593653263;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.0177014580622523;16.926094078836;9.760562008154546;0.03346828609986505;-4.404180169941363;2.6730391921006347e-06;0;0.011494252873563218;0;0;0.005780346820809248;0;0;0;1.0;0;-204830.00842532076;-341383.3473755346;1;0;102.02399137966182;55.5742339422455;1
различный значение;369;1271;20;0.10526315789473684;1;19.554472105776956;11.793661894962018;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.9957903526154284;12.639646542390153;4.1918106874605865;0.015735641227380016;-5.357552004618084;2.6730391921006347e-06;0;0;0;0;0.002242152466367713;0;0;0;1.0;0;-248764.5609571287;-414607.6015952145;3;0;115.04586900932877;73.23453762738055;1
и обратный;12570;289;26;0.15789473684210525;0;20.84244100206233;12.913841552214471;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4209045851259638;10.821784021408149;3.194647577295224;0.0020684168655529037;-7.950051115027861;2.6730391921006347e-06;0;0;0;0;0.001364256480218281;0;0;0;1.0;1;-443897.3032830864;-739828.8388051441;4;29.83225063024398;115.91975887725118;58.12906427701568;1
взаимно однозначный;142;68;52;0.23684210526315788;0;32.52813653322923;25.895156788575495;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.976317336179491;22.377196772461676;7.207523227758375;0.36619718309859156;-1.0138057995250305;5.346078384201269e-06;0;0;0;0;0.001364256480218281;0;0;0;1.414213562373095;1;-216407.35672762152;-227918.73723332793;2;0;73.6297404666201;31.866273070311077;1
этот значение;1510;1271;20;0.2894736842105263;1;10.767818229171702;3.007008018356764;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.9629345244633831;10.606790714238107;3.3250054563982814;0.013245033112582781;-6.119459934459325;2.6730391921006347e-06;0;0;0;0;0.009433962264150943;0;0;0;1.0;0;-407582.03125792084;-679303.3854298681;4;0;114.67917367824153;72.6523003730815;1
как обычно;1674;99;26;0.21052631578947367;1;17.594033850246532;9.665434400398674;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5.87508686430456;15.275966300586743;5.012141616387419;0.015531660692951015;-5.091537102757597;2.6730391921006347e-06;0;0;0;0;0.001364256480218281;0;0;0;1.0;0;-513955.10326623963;-856591.8387770661;3;0.13919976963660066;85.93207546530063;3.1392683935040697;0
функция определить;3705;297;69;0.15789473684210525;0;55.31263189008849;49.99109065979648;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4.552035087577628;16.769084001133965;7.952524257598235;0.01862348178137652;-4.857980995127572;2.6730391921006347e-06;0;0.0029850746268656717;0;0;0.0014947683109118087;0;0;0;1.0;0;-234416.56519786705;-390694.27532977844;2;0;88.02034077646864;41.89100090527611;1
определить и;297;12570;22;0.21052631578947367;0;14.887259411747065;7.03261468119944;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.140503047322082;10.059366284596676;2.5628366716419064;0.0017501988862370723;-8.191956482719416;2.6730391921006347e-06;0;0.0027100271002710027;0;0;0.0013568521031207597;0;0;0;1.0;1;0.0;0.0;4;4.791952069739978;100.9161337442009;31.29453547052019;1
множество то;1846;2619;25;0.18421052631578946;1;18.367138915063837;10.444653065536102;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.9519565865717751;10.239668966121224;2.415345383394011;0.009545628102329133;-6.48058827023386;2.6730391921006347e-06;0;0;0;0;0.0002653223666755107;0;0;0;1.0;0;0.0;0.0;2;0;99.02630044994994;52.24909067452824;1
функция решение;3705;1274;22;0.13157894736842105;1;19.37789903017741;11.523254299629786;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8021118079812215;9.720975045255816;2.0004198086217335;0.005937921727395412;-6.8222086814287515;2.6730391921006347e-06;0;0.0029850746268656717;0;0;0.0014947683109118087;0;0;0;1.0;0;0.0;0.0;1;0;69.66801713889303;29.661649316097954;1
функция быть;3705;1906;20;0.21052631578947367;1;13.53387219249733;5.773061981682393;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08342544257764518;8.72728163235237;0.25127119507870443;0.005398110661268556;-7.132114102582718;2.6730391921006347e-06;0;0.0029850746268656717;0;0;0.0014947683109118087;0;0;0;1.0;0;0.0;0.0;4;0;114.67917367824153;72.6523003730815;1
функция иметь;3705;1666;97;0.21052631578947367;1;65.63928013361206;62.22382378039137;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5555699084218046;15.75539559279606;8.17359606724167;0.026180836707152495;-4.791062163968406;2.6730391921006347e-06;0;0.0029850746268656717;0;0;0.0014947683109118087;0;0;0;1.0;0;0.0;0.0;4;55.43630825777621;114.96207479900966;62.7126620871939;1
при если;2604;2831;22;0.13157894736842105;0;19.37789903017741;11.523254299629786;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.15890943035933539;9.07777266763393;0.4892014576761315;0.007771105616389968;-6.948632701277374;2.6730391921006347e-06;0;0.0006743088334457181;0;0;0.0003372681281618887;0;0;0;1.0;1;0.0;0.0;3;0;93.59172507842956;46.79566557473981;1
выполняться неравенство;303;588;50;0.2894736842105263;0;26.919545572929255;20.13731256762573;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6.71409744025883;18.00180981980828;7.003717396441333;0.08503401360544217;-3.1554254317471973;2.6730391921006347e-06;0;0;0;0;0.0014947683109118087;0;0;0;1.0;1;-872753.948942671;-835317.2243754021;1;0;99.02630044994994;52.24909067452824;1
стремиться к;66;2798;61;0.3684210526315789;1;26.452989217252902;20.51375676844828;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.9492505498331;18.810725224958873;7.747047496461663;0.021801286633309505;-4.553078439701371;2.6730391921006347e-06;0;0.0029850746268656717;0;0;0.0014947683109118087;0;0;0;1.0;1;-115179.77285365862;-191966.28808943104;4;2.2880962134016234;122.91238524330103;28.43625206498692;1
неравенство и;588;12570;27;0.18421052631578946;0;19.836510028268943;11.909005808336037;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.4506057068126547;9.960380711139592;1.3939428745896147;0.0021479713603818618;-7.928765095231281;2.6730391921006347e-06;0;0.0005644933672029354;0;0;0.000282326369282891;0;0;0;1.0;0;0.0;0.0;1;0;105.3240055965293;59.5235648903908;1
определить на;297;3768;23;0.13157894736842105;1;20.2587126224582;12.37252092139041;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9427471644368848;11.98987107655091;4.172084118262771;0.006104033970276009;-6.465477680905377;2.6730391921006347e-06;0;0;0;0;0.0013568521031207597;0;0;0;1.0;1;-251139.4016345237;-418565.6693908728;2;10.492182636358773;105.96682494225594;41.36698044999467;1
на интервал;3768;179;53;0.23684210526315788;1;33.15367762040672;26.596336944410684;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4.87760900647958;16.33344991560598;7.032463889784119;0.014065817409766455;-5.218620349329904;2.6730391921006347e-06;0;0;0;0;0.000282326369282891;0;0;0;1.0;1;-297349.8431488352;-495583.0719147253;2;0;106.10094173251571;60.50040954538976;1
в окрестность;12314;169;31;0.13157894736842105;1;27.305221360704532;19.44388242444764;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.478392599683024;12.386785220456774;4.568661200978429;0.002517459801851551;-7.65348076337904;5.346078384201269e-06;0;0;0;0;0.0013568521031207597;0;0;0;1.414213562373095;1;-202752.0228326001;-337920.0380543335;3;4.0303828037544704;118.24258109081114;34.706609118152194;1
иметь конечный;1666;465;22;0.13157894736842105;1;19.37789903017741;11.523254299629786;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4092596060697766;12.32812284334437;4.248924677206396;0.013205282112845138;-5.597883259145406;2.6730391921006347e-06;0;0;0;0;0.001364256480218281;0;0;0;1.0;1;-238770.4397730913;-397950.73295515217;3;0;88.02034077646864;41.89100090527611;1
конечный предел;465;431;27;0.07894736842105263;1;29.77188323122299;21.84437901129008;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5.655344115872397;15.165119120199334;5.093053609179949;0.05806451612903226;-4.0524674198941355;2.6730391921006347e-06;0;0;0;0;0.002242152466367713;0;0;0;1.0;0;-1002974.3794198316;-1671623.9656997193;1;0;34.889846718234935;17.13964075131668;1
некоторый окрестность;895;169;38;0.10526315789473684;0;37.153497000976216;29.58389378512052;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.5543917838032035;17.050246810690375;6.098826172105175;0.042458100558659215;-3.807354922057604;5.346078384201269e-06;0;0;0;0;0.002242152466367713;0;0;0;1.414213562373095;0;-266279.010952917;-443798.35158819496;1;0;75.35002857683685;32.89087155431462;1
следующий теорема;731;1350;25;0.2894736842105263;1;13.459772786464628;5.537286936936893;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.2444724806775147;12.532184860226964;4.472422254655098;0.018518518518518517;-5.3792050599606105;2.6730391921006347e-06;0;0;0;0;0.002242152466367713;0;0;0;1.0;0;-211360.82028815703;-352268.0338135951;2;0;106.59477406897861;61.13105410817919;1
к предел;2798;431;21;0.15789473684210525;1;16.834279270896495;9.021139092761366;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.7036806953183294;11.48831554087585;3.8791460624040712;0.007505360972122945;-6.26455430283522;2.6730391921006347e-06;0;0;0;0;0.0003575259206292456;0;0;0;1.0;1;-290720.07959110744;-484533.465985179;3;0;75.35002857683685;32.89087155431462;1
под знак;127;163;30;0.13157894736842105;1;26.42440776842374;18.538189050258037;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.082565333398696;18.896346524615733;5.467122908371705;0.18404907975460122;-2.273018494406416;2.6730391921006347e-06;0;0;0;0;0.0012755102040816326;0;0;0;1.0;1;-548093.438003793;-579527.0930809799;2;9.865783672994072;84.06268883924618;30.80256854680198;1
числитель и;49;12570;23;0.07894736842105263;0;25.361233863634396;17.475042162566606;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8042426614273555;12.85136657354138;4.452532343267027;0.0018297533810660302;-8.099748011134373;2.6730391921006347e-06;0;0.0027100271002710027;0;0;0.0013568521031207597;0;0;0;1.0;0;-215120.98469403252;-358534.9744900542;2;0;49.401520466061584;21.14655693376706;1
и знаменатель;12570;82;23;0.10526315789473684;0;22.4876429216435;14.601451220575704;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.06140050092448;12.108524413038506;4.221330854664825;0.0018297533810660302;-8.10351588446038;5.346078384201269e-06;0;0.0027100271002710027;0;0;0.0013568521031207597;0;0;0;1.414213562373095;0;-244113.83129723006;-406856.38549538347;2;0;61.794014678409155;25.856109201919036;1
непрерывный функция;325;3705;53;0.18421052631578946;0;38.93833449993533;32.38099382393929;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.041454298247607;15.497295207374005;6.837991107264953;0.014304993252361673;-5.2486436688521305;2.6730391921006347e-06;0;0.011494252873563218;0;0;0.005780346820809248;0;0;0;1.0;0;-395509.9244811628;-659183.2074686047;1;0;91.03867994314399;44.46731831512051;1
тогда если;1414;2831;48;0.3157894736842105;0;24.028912827320895;17.100817933502345;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.1653876407994312;13.335312642241744;5.383752755359828;0.016955139526669022;-5.466586337719245;2.6730391921006347e-06;0;0;0;0;0.000282326369282891;0;0;0;1.0;0;-134178.4982728188;-223630.83045469804;3;6.577189115329381;106.46065800795617;36.63629915429745;1
как при;1674;2604;28;0.2894736842105263;1;15.074945520840382;7.155198488619229;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.2648449551350456;10.879554799250254;3.0894750919149767;0.010752688172043012;-6.25536584510744;2.6730391921006347e-06;0;0;0;0;0.0003575259206292456;0;0;0;1.0;0;-481004.18886738364;-801673.648112306;4;2.1923963717764603;122.37639640794619;27.756454518277373;1
к нуль;2798;562;54;0.15789473684210525;1;43.28814669659099;36.80699382493722;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.68336851357121;15.193143517898147;6.776473912587465;0.01929949964260186;-4.959358015502654;2.6730391921006347e-06;0;0;0;0;0.0013568521031207597;0;0;0;1.0;1;0.0;0.0;4;23.959760348699888;112.74774208902943;53.608671278827536;1
определение предел;1198;431;27;0.10526315789473684;1;26.39853734279889;18.471033122865983;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.290018829079005;13.799793833405943;4.93053440420133;0.022537562604340568;-4.91488338636205;5.346078384201269e-06;0;0;0;0;0.0006747638326585695;0;0;0;1.414213562373095;0;-167921.02623080643;-279868.3770513441;1;0;54.31792660959567;22.850185360402683;1
е число;3543;3349;49;0.13157894736842105;1;43.15986602175877;36.304223069130344;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6275270120835998;11.856946700314017;2.469004964979368;0.013830087496471917;-6.13599714210974;2.6730391921006347e-06;0;0;0;0;0.000282326369282891;0;0;0;1.0;0;0.0;0.0;2;29.597351018982213;105.18820133940498;49.793233462136136;1
